chromosome	start	end	strand	gene_type	gene_name
chr9	127785918	127786007	+	miRNA	MIR2861
chr9	127794597	127814327	+	protein_coding	FPGS
chr9	127815013	127854658	-	protein_coding	ENG
chr9	127816066	127822520	+	lncRNA	ENSG00000225032
chr9	127832635	127832743	-	misc_RNA	Y_RNA
chr9	127841112	127841222	-	rRNA_pseudogene	RNA5SP296
chr9	127866486	127877675	-	protein_coding	AK1
chr9	127867850	127906022	-	protein_coding	ENSG00000257524
chr9	127869415	127869495	-	miRNA	MIR4672
chr9	127885321	127905408	-	protein_coding	ST6GALNAC6
chr9	127907886	127917041	-	protein_coding	ST6GALNAC4
chr9	127920881	127930785	-	protein_coding	PIP5KL1
chr9	127934503	127940952	+	lncRNA	ENSG00000227218
chr9	127935099	127937854	-	protein_coding	DPM2
chr9	127940582	127980989	-	protein_coding	FAM102A
chr9	128039135	128057362	-	lncRNA	ENSG00000230848
chr9	128061233	128068206	-	protein_coding	NAIF1
chr9	128068201	128109245	+	protein_coding	SLC25A25
chr9	128090969	128094457	-	lncRNA	ENSG00000230536
chr9	128108581	128118693	-	lncRNA	SLC25A25-AS1
chr9	128120693	128128462	-	protein_coding	PTGES2
chr9	128128529	128130628	+	lncRNA	PTGES2-AS1
chr9	128149071	128153453	+	protein_coding	LCN2
chr9	128160265	128163924	+	protein_coding	BBLN
chr9	128161251	128204383	-	protein_coding	CIZ1
chr9	128191655	128255248	+	protein_coding	DNM1
chr9	128244721	128244830	-	miRNA	MIR199B
chr9	128244947	128245030	-	miRNA	MIR3154
chr9	128255829	128276026	-	protein_coding	GOLGA2
chr9	128275379	128316123	+	protein_coding	SWI5
chr9	128305159	128322447	-	protein_coding	TRUB2
chr9	128316337	128316909	+	lncRNA	ENSG00000272696
chr9	128322544	128334072	+	protein_coding	COQ4
chr9	128340527	128361470	+	protein_coding	SLC27A4
chr9	128342153	128342770	+	processed_pseudogene	TMSB4XP4
chr9	128371361	128392016	+	protein_coding	URM1
chr9	128392007	128393510	-	lncRNA	ENSG00000207955
chr9	128392618	128392714	-	miRNA	MIR219A2
chr9	128392621	128392708	+	miRNA	MIR219B
chr9	128411751	128437351	+	protein_coding	CERCAM
chr9	128431598	128432006	+	lncRNA	ENSG00000273186
chr9	128444587	128446628	+	processed_pseudogene	ENSG00000228510
chr9	128455186	128501292	+	protein_coding	ODF2
chr9	128468957	128473012	-	lncRNA	ODF2-AS1
chr9	128504655	128543874	+	protein_coding	GLE1
chr9	128528657	128552410	-	lncRNA	ENSG00000228395
chr9	128543916	128543977	+	snRNA	RNU7-171P
chr9	128552558	128633662	+	protein_coding	SPTAN1
chr9	128595893	128596633	+	lncRNA	ENSG00000280474
chr9	128630328	128631685	-	lncRNA	ENSG00000280758
chr9	128633653	128656847	-	protein_coding	DYNC2I2
chr9	128650998	128652145	+	processed_pseudogene	VTI1BP4
chr9	128663129	128684493	-	lncRNA	HMGA1P4
chr9	128683424	128696400	+	protein_coding	SET
chr9	128702503	128720916	+	protein_coding	PKN3
chr9	128709780	128710043	+	misc_RNA	RN7SL560P
chr9	128720870	128724127	-	protein_coding	ZDHHC12
chr9	128724435	128733199	+	lncRNA	ZDHHC12-DT
chr9	128729786	128772414	-	protein_coding	ZER1
chr9	128745857	128746138	-	misc_RNA	Metazoa_SRP
chr9	128787253	128810430	+	protein_coding	TBC1D13
chr9	128818500	128822676	+	protein_coding	ENDOG
chr9	128819651	128829794	-	protein_coding	SPOUT1
chr9	128819663	128881931	-	protein_coding	ENSG00000286112
chr9	128832942	128882494	-	protein_coding	KYAT1
chr9	128882133	128918039	+	protein_coding	LRRC8A
chr9	128920966	128942041	+	protein_coding	PHYHD1
chr9	128941478	128957021	+	protein_coding	ENSG00000251184
chr9	128945530	128947603	-	protein_coding	DOLK
chr9	128947699	129007096	+	protein_coding	NUP188
chr9	129004502	129004998	-	lncRNA	ENSG00000267834
chr9	129007036	129028331	-	protein_coding	SH3GLB2
chr9	129036621	129072082	+	protein_coding	MIGA2
chr9	129080355	129080765	-	lncRNA	ENSG00000287234
chr9	129081111	129090438	+	protein_coding	DOLPP1
chr9	129094142	129111189	-	protein_coding	CRAT
chr9	129097854	129100266	+	lncRNA	ENSG00000234055
chr9	129110950	129148946	+	protein_coding	PTPA
chr9	129139413	129260575	+	protein_coding	ENSG00000235007
chr9	129170434	129170940	+	lncRNA	ENSG00000268707
chr9	129175552	129178261	-	protein_coding	IER5L
chr9	129175807	129261581	+	lncRNA	IER5L-AS1
chr9	129282426	129312665	+	lncRNA	ENSG00000224307
chr9	129321016	129324905	+	lncRNA	LINC02913
chr9	129328261	129328401	+	lncRNA	ENSG00000268615
chr9	129332300	129359541	+	lncRNA	LINC01503
chr9	129370170	129370461	-	misc_RNA	RN7SL159P
chr9	129380136	129380470	-	processed_pseudogene	ENSG00000236146
chr9	129430652	129451422	-	lncRNA	ENSG00000230676
chr9	129438216	129447545	+	lncRNA	ENSG00000226355
chr9	129476946	129513687	+	lncRNA	LINC00963
chr9	129480605	129482538	-	lncRNA	ENSG00000261334
chr9	129503461	129506433	-	lncRNA	ENSG00000286078
chr9	129575117	129584556	+	lncRNA	ENSG00000227619
chr9	129608884	129636135	+	protein_coding	NTMT1
chr9	129612225	129620776	-	protein_coding	C9orf50
chr9	129634604	129642169	-	protein_coding	ASB6
chr9	129640476	129641282	+	lncRNA	ENSG00000234789
chr9	129665647	129722674	+	protein_coding	PRRX2
chr9	129712896	129718635	-	lncRNA	PRRX2-AS1
chr9	129738331	129753042	-	protein_coding	PTGES
chr9	129791196	129791837	+	processed_pseudogene	UBE2V1P4
chr9	129803157	129811281	+	protein_coding	TOR1B
chr9	129812942	129824244	-	protein_coding	TOR1A
chr9	129827290	129835863	-	protein_coding	C9orf78
chr9	129834698	129881828	+	protein_coding	USP20
chr9	129869605	129869671	+	miRNA	MIR6855
chr9	129883693	129884170	-	processed_pseudogene	ENSG00000224988
chr9	129884328	129885805	-	lncRNA	ENSG00000288956
chr9	129887187	130043194	-	protein_coding	FNBP1
chr9	129891881	129893638	-	lncRNA	ENSG00000288924
chr9	129933536	129936541	+	lncRNA	ENSG00000230684
chr9	130044713	130045081	+	lncRNA	ENSG00000270755
chr9	130053425	130053856	-	lncRNA	ENSG00000289226
chr9	130053426	130140169	+	protein_coding	GPR107
chr9	130120806	130120912	+	misc_RNA	Y_RNA
chr9	130140610	130144219	-	lncRNA	GPRACR
chr9	130172404	130237303	+	protein_coding	NCS1
chr9	130265760	130434123	+	protein_coding	HMCN2
chr9	130400266	130400565	+	misc_RNA	RN7SL665P
chr9	130444961	130501274	+	protein_coding	ASS1
chr9	130578965	130638352	+	protein_coding	FUBP3
chr9	130626297	130626363	+	miRNA	MIR6856
chr9	130651799	130652383	+	processed_pseudogene	ENSG00000232172
chr9	130664594	130682986	+	protein_coding	PRDM12
chr9	130693721	130707288	+	protein_coding	EXOSC2
chr9	130713016	130887675	+	protein_coding	ABL1
chr9	130713626	130713724	+	protein_coding	ENSG00000288570
chr9	130724786	130725050	-	processed_pseudogene	ENSG00000224797
chr9	130892707	130896812	-	protein_coding	QRFP
chr9	130902438	130939286	-	protein_coding	FIBCD1
chr9	130933851	130945520	+	lncRNA	FIBCD1-AS1
chr9	131009174	131094473	+	protein_coding	LAMC3
chr9	131021168	131021306	-	snoRNA	ENSG00000252582
chr9	131096476	131123152	+	protein_coding	AIF1L
chr9	131125573	131234663	+	protein_coding	NUP214
chr9	131126990	131127091	+	snRNA	RNU6-881P
chr9	131132852	131167505	-	lncRNA	ENSG00000236986
chr9	131189910	131194205	-	lncRNA	ENSG00000246851
chr9	131233636	131234196	-	lncRNA	ENSG00000288727
chr9	131240687	131241724	+	processed_pseudogene	ENSG00000226987
chr9	131258076	131276510	-	protein_coding	FAM78A
chr9	131283421	131288278	+	lncRNA	ENSG00000286547
chr9	131289459	131359022	+	protein_coding	PLPP7
chr9	131370933	131372514	+	unprocessed_pseudogene	ENSG00000285287
chr9	131373054	131373420	-	lncRNA	ENSG00000289000
chr9	131373636	131500197	+	protein_coding	PRRC2B
chr9	131432759	131446473	+	protein_coding	ENSG00000288841
chr9	131485665	131485750	+	snoRNA	SNORD62A
chr9	131490486	131490571	+	snoRNA	SNORD62B
chr9	131497479	131500191	-	lncRNA	ENSG00000176868
chr9	131502789	131523806	+	protein_coding	POMT1
chr9	131516558	131522229	-	lncRNA	ENSG00000230289
chr9	131523801	131531264	-	protein_coding	UCK1
chr9	131545514	131558620	+	protein_coding	PRRT1B
chr9	131576770	131740076	-	protein_coding	RAPGEF1
chr9	131725168	131725467	-	misc_RNA	RN7SL328P
chr9	131782570	131782813	-	processed_pseudogene	EIF4A1P3
chr9	131782860	131782958	-	snoRNA	ENSG00000212395
chr9	131816192	131820988	+	lncRNA	ENSG00000236687
chr9	131852928	132079867	-	protein_coding	MED27
chr9	132162058	132244526	+	protein_coding	NTNG2
chr9	132261356	132354986	-	protein_coding	SETX
chr9	132375548	132406851	-	protein_coding	TTF1
chr9	132410043	132573319	+	protein_coding	CFAP77
chr9	132421641	132421690	+	snRNA	RNU5D-2P
chr9	132582606	132590252	+	protein_coding	BARHL1
chr9	132592997	132670401	-	protein_coding	DDX31
chr9	132670035	132694953	+	protein_coding	GTF3C4
chr9	132725578	132878777	-	protein_coding	AK8
chr9	132768965	132770212	-	lncRNA	ENSG00000224992
chr9	132878027	132890201	+	protein_coding	SPACA9
chr9	132891348	132946874	-	protein_coding	TSC1
chr9	132944000	132991687	+	protein_coding	GFI1B
chr9	132945707	132945771	+	miRNA	MIR548AW
chr9	132962511	132962667	+	processed_pseudogene	ENSG00000234907
chr9	132963732	132963793	+	snRNA	RNU7-21P
chr9	133019486	133020874	+	processed_pseudogene	EEF1A1P5
chr9	133028145	133030469	-	lncRNA	ENSG00000288989
chr9	133030675	133058503	+	protein_coding	GTF3C5
chr9	133051996	133052059	+	miRNA	MIR6877
chr9	133061981	133071861	+	protein_coding	CEL
chr9	133079900	133087355	+	transcribed_unprocessed_pseudogene	CELP
chr9	133097720	133149334	-	protein_coding	RALGDS
chr9	133098121	133163914	-	protein_coding	ENSG00000285245
chr9	133152948	133163933	-	protein_coding	GBGT1
chr9	133205277	133209250	-	protein_coding	OBP2B
chr9	133224905	133228591	-	unprocessed_pseudogene	LCN1P1
chr9	133233278	133276024	-	protein_coding	ABO
chr9	133302470	133302563	+	misc_RNA	Y_RNA
chr9	133317794	133318469	+	unprocessed_pseudogene	LCN1P2
chr9	133328776	133336188	-	protein_coding	SURF6
chr9	133337728	133337824	-	misc_RNA	Y_RNA
chr9	133338312	133348131	-	protein_coding	MED22
chr9	133338990	133339465	+	processed_pseudogene	ENSG00000230064
chr9	133348218	133351426	+	protein_coding	RPL7A
chr9	133349396	133349470	+	snoRNA	SNORD24
chr9	133350095	133350168	+	snoRNA	SNORD36B
chr9	133350456	133350528	+	snoRNA	SNORD36A
chr9	133350847	133350912	+	snoRNA	SNORD36C
chr9	133351758	133356676	-	protein_coding	SURF1
chr9	133356550	133361158	+	protein_coding	SURF2
chr9	133361450	133376166	-	protein_coding	SURF4
chr9	133376366	133406096	+	protein_coding	STKLD1
chr9	133406059	133418096	-	protein_coding	REXO4
chr9	133414358	133459402	+	protein_coding	ADAMTS13
chr9	133459965	133470848	+	protein_coding	CACFD1
chr9	133471094	133479127	-	protein_coding	SLC2A6
chr9	133514586	133528612	-	protein_coding	MYMK
chr9	133532164	133575519	+	protein_coding	ADAMTSL2
chr9	133577081	133609389	-	protein_coding	FAM163B
chr9	133611798	133633099	-	lncRNA	ENSG00000261018
chr9	133636363	133659329	+	protein_coding	DBH
chr9	133654586	133657313	-	lncRNA	DBH-AS1
chr9	133663560	133739955	-	protein_coding	SARDH
chr9	133761894	133992604	-	protein_coding	VAV2
chr9	134025481	134034666	+	protein_coding	BRD3OS
chr9	134030305	134068535	-	protein_coding	BRD3
chr9	134054290	134058805	+	lncRNA	ENSG00000235138
chr9	134078904	134079444	+	processed_pseudogene	ARF4P1
chr9	134132242	134135772	-	lncRNA	WDR5-DT
chr9	134135365	134159968	+	protein_coding	WDR5
chr9	134164439	134164564	-	snRNA	RNU6ATAC
chr9	134168769	134169340	+	lncRNA	ENSG00000273473
chr9	134219070	134220280	+	lncRNA	ENSG00000289220
chr9	134293931	134295397	-	lncRNA	LINC02247
chr9	134298463	134300413	+	TEC	ENSG00000279929
chr9	134317098	134440585	+	protein_coding	RXRA
chr9	134379411	134379472	+	miRNA	MIR4669
chr9	134505472	134521442	+	lncRNA	ENSG00000223795
chr9	134527182	134545244	+	lncRNA	ENSG00000228877
chr9	134552738	134553897	+	lncRNA	ENSG00000227150
chr9	134641803	134844843	+	protein_coding	COL5A1
chr9	134649385	134653073	-	lncRNA	COL5A1-AS1
chr9	134770651	134775671	-	lncRNA	ENSG00000286502
chr9	134849298	134849369	-	miRNA	MIR3689C
chr9	134849487	134849564	-	miRNA	MIR3689A
chr9	134849609	134849682	-	miRNA	MIR3689D1
chr9	134850125	134850272	-	miRNA	MIR3689B
chr9	134850277	134850356	-	miRNA	MIR3689D2
chr9	134850570	134850641	-	miRNA	MIR3689E
chr9	134850742	134850807	-	miRNA	MIR3689F
chr9	134868236	134868475	+	unprocessed_pseudogene	ENSG00000232355
chr9	134880810	134887523	+	protein_coding	FCN2
chr9	134903232	134917912	-	protein_coding	FCN1
chr9	134936524	134943207	+	lncRNA	ENSG00000236403
chr9	134992958	134995854	+	TEC	ENSG00000279935
chr9	135075422	135121180	+	protein_coding	OLFM1
chr9	135204722	135237597	-	lncRNA	ENSG00000227958
chr9	135245696	135252708	-	lncRNA	ENSG00000233936
chr9	135343249	135346562	+	lncRNA	LINC02907
chr9	135352673	135354284	+	lncRNA	ENSG00000235572
chr9	135447446	135450154	+	processed_pseudogene	SOCS5P2
chr9	135462727	135480777	-	lncRNA	PPP1R26-AS1
chr9	135479079	135488893	+	protein_coding	PPP1R26
chr9	135495181	135501734	-	protein_coding	C9orf116
chr9	135499965	135505141	+	protein_coding	MRPS2
chr9	135503273	135506447	-	lncRNA	ENSG00000226706
chr9	135521438	135526540	+	protein_coding	LCN1
chr9	135546126	135549969	+	protein_coding	OBP2A
chr9	135561756	135566955	+	protein_coding	PAEP
chr9	135574935	135587112	+	lncRNA	LINC01502
chr9	135588002	135591975	+	transcribed_unprocessed_pseudogene	PAEPP1
chr9	135604345	135619893	+	protein_coding	ENSG00000236543
chr9	135623648	135639540	-	protein_coding	GLT6D1
chr9	135663309	135666961	+	protein_coding	LCN9
chr9	135693407	135704498	-	protein_coding	SOHLH1
chr9	135702185	135795508	+	protein_coding	KCNT1
chr9	135808487	135907546	-	protein_coding	CAMSAP1
chr9	135907812	135916126	+	lncRNA	CAMSAP1-DT
chr9	135932969	135961373	-	protein_coding	UBAC1
chr9	136006537	136095289	-	protein_coding	NACC2
chr9	136107808	136109424	-	lncRNA	LINC02846
chr9	136114581	136118875	-	protein_coding	TMEM250
chr9	136122521	136124363	+	lncRNA	ENSG00000275329
chr9	136196250	136205128	-	protein_coding	LHX3
chr9	136206333	136245812	-	protein_coding	QSOX2
chr9	136249973	136306901	-	protein_coding	CCDC187
chr9	136249978	136251205	+	TEC	ENSG00000279813
chr9	136263925	136267237	+	lncRNA	ENSG00000283769
chr9	136322303	136327323	-	lncRNA	DKFZP434A062
chr9	136327476	136359605	+	protein_coding	GPSM1
chr9	136359480	136363744	-	protein_coding	DNLZ
chr9	136361904	136373644	-	protein_coding	ENSG00000289701
chr9	136363956	136373681	-	protein_coding	CARD9
chr9	136375567	136400176	-	protein_coding	SNAPC4
chr9	136401922	136410614	-	protein_coding	ENTR1
chr9	136410641	136423761	+	protein_coding	PMPCA
chr9	136428619	136439845	-	protein_coding	INPP5E
chr9	136440096	136483759	-	protein_coding	SEC16A
chr9	136483495	136486067	+	lncRNA	C9orf163
chr9	136494433	136546048	-	protein_coding	NOTCH1
chr9	136519568	136519626	-	miRNA	MIR4673
chr9	136542881	136543835	+	lncRNA	ENSG00000227512
chr9	136546173	136546259	-	miRNA	MIR4674
chr9	136546212	136549893	+	lncRNA	NALT1
chr9	136612024	136617181	-	lncRNA	ENSG00000279141
chr9	136647872	136660425	-	lncRNA	ENSG00000228401
chr9	136658856	136672678	+	protein_coding	EGFL7
chr9	136670602	136670686	+	miRNA	MIR126
chr9	136673143	136687457	-	protein_coding	AGPAT2
chr9	136712572	136724742	+	protein_coding	DIPK1B
chr9	136721366	136728184	-	lncRNA	SNHG7
chr9	136726104	136726239	-	snoRNA	SNORA17B
chr9	136726105	136726234	-	snoRNA	SNORA17B
chr9	136726747	136726879	-	snoRNA	SNORA17A
chr9	136726748	136726879	-	snoRNA	ENSG00000281808
chr9	136728953	136729855	-	unprocessed_pseudogene	ENSG00000274356
chr9	136738167	136743356	-	protein_coding	LCN10
chr9	136738167	136748453	-	protein_coding	ENSG00000204003
chr9	136744017	136748525	-	protein_coding	LCN6
chr9	136746893	136746970	-	miRNA	MIR6722
chr9	136754386	136758543	-	protein_coding	LCN8
chr9	136759634	136766255	-	protein_coding	LCN15
chr9	136779939	136780218	+	processed_pseudogene	ATP6V1G1P3
chr9	136791344	136793317	+	protein_coding	TMEM141
chr9	136791379	136800595	+	protein_coding	ENSG00000272896
chr9	136796338	136807741	+	protein_coding	CCDC183
chr9	136799223	136810042	+	lncRNA	ENSG00000273066
chr9	136800366	136829466	+	lncRNA	ENSG00000272679
chr9	136803927	136808848	-	lncRNA	CCDC183-AS1
chr9	136807943	136841187	+	protein_coding	RABL6
chr9	136812788	136815536	-	processed_pseudogene	NCLP1
chr9	136830957	136831023	+	miRNA	MIR4292
chr9	136842478	136848801	+	protein_coding	AJM1
chr9	136848724	136851027	+	protein_coding	PHPT1
chr9	136848770	136849640	-	lncRNA	ENSG00000288873
chr9	136850943	136860799	+	protein_coding	MAMDC4
chr9	136862119	136866308	-	protein_coding	EDF1
chr9	136881912	136926607	+	protein_coding	TRAF2
chr9	136886733	136886803	+	miRNA	MIR4479
chr9	136935840	136937161	+	processed_pseudogene	ENSG00000213590
chr9	136937169	136937988	-	lncRNA	ENSG00000260190
chr9	136940435	136944738	-	protein_coding	FBXW5
chr9	136945185	136946975	+	protein_coding	C8G
chr9	136949551	136955497	+	protein_coding	LCN12
chr9	136969243	136971990	+	lncRNA	LINC02692
chr9	136975092	136981742	+	protein_coding	PTGDS
chr9	136977518	136985435	+	protein_coding	ENSG00000284341
chr9	136981904	136986410	+	protein_coding	LCNL1
chr9	136992422	136993984	+	protein_coding	PAXX
chr9	136994608	136996568	-	protein_coding	CLIC3
chr9	137007234	137028915	-	protein_coding	ABCA2
chr9	137027464	137037957	+	lncRNA	LINC02908
chr9	137030174	137032088	-	protein_coding	FUT7
chr9	137031241	137040436	-	protein_coding	ENSG00000279073
chr9	137039463	137046179	-	protein_coding	NPDC1
chr9	137048107	137054061	-	protein_coding	ENTPD2
chr9	137052662	137053375	+	lncRNA	ENSG00000236394
chr9	137057663	137062461	+	lncRNA	ENSG00000229257
chr9	137062127	137070557	-	protein_coding	SAPCD2
chr9	137063535	137064581	+	lncRNA	ENSG00000231864
chr9	137077517	137084539	+	protein_coding	UAP1L1
chr9	137084946	137086817	-	lncRNA	MAN1B1-DT
chr9	137086857	137109189	+	protein_coding	MAN1B1
chr9	137094345	137094430	+	snoRNA	SNORD62
chr9	137110546	137115177	-	protein_coding	DPP7
chr9	137139154	137168756	+	protein_coding	GRIN1
chr9	137168758	137170051	-	protein_coding	LRRC26
chr9	137168854	137171984	-	protein_coding	ENSG00000261793
chr9	137169186	137169270	-	miRNA	MIR3621
chr9	137170858	137172056	-	protein_coding	TMEM210
chr9	137174784	137188560	-	protein_coding	ANAPC2
chr9	137188660	137190370	+	protein_coding	SSNA1
chr9	137191617	137204193	-	protein_coding	TPRN
chr9	137204082	137205648	-	protein_coding	TMEM203
chr9	137205685	137219361	+	protein_coding	NDOR1
chr9	137217452	137219361	+	protein_coding	ENSG00000284976
chr9	137220247	137222240	-	protein_coding	RNF208
chr9	137224635	137226315	+	protein_coding	CYSRT1
chr9	137227502	137229640	+	protein_coding	RNF224
chr9	137230757	137236555	+	protein_coding	SLC34A3
chr9	137241287	137243707	+	protein_coding	TUBB4B
chr9	137243584	137247770	-	protein_coding	FAM166A
chr9	137250219	137253497	-	lncRNA	STPG3-AS1
chr9	137251261	137253483	+	protein_coding	STPG3
chr9	137255327	137273542	+	protein_coding	NELFB
chr9	137277726	137282641	+	protein_coding	TOR4A
chr9	137286112	137287236	+	processed_pseudogene	ENSG00000270259
chr9	137293868	137295721	-	lncRNA	ENSG00000260996
chr9	137294935	137300189	+	lncRNA	ENSG00000288234
chr9	137299631	137302271	-	protein_coding	NRARP
chr9	137306896	137423211	-	protein_coding	EXD3
chr9	137423350	137434406	+	protein_coding	NOXA1
chr9	137434364	137441816	-	protein_coding	ENTPD8
chr9	137447570	137459334	-	protein_coding	NSMF
chr9	137450026	137450086	-	miRNA	MIR7114
chr9	137459952	137550402	-	protein_coding	PNPLA7
chr9	137551879	137552555	+	protein_coding	MRPL41
chr9	137554444	137578925	-	protein_coding	DPH7
chr9	137582081	137590512	-	protein_coding	ZMYND19
chr9	137605685	137615360	+	protein_coding	ARRDC1
chr9	137605744	137711018	+	lncRNA	ENSG00000283411
chr9	137615326	137618906	-	lncRNA	ARRDC1-AS1
chr9	137618992	137870016	+	protein_coding	EHMT1
chr9	137638128	137638408	-	misc_RNA	Metazoa_SRP
chr9	137640986	137641547	-	processed_pseudogene	SETP5
chr9	137776539	137789235	-	transcribed_processed_pseudogene	ENSG00000255585
chr9	137838419	137838516	+	miRNA	MIR602
chr9	137867925	137892570	-	lncRNA	ENSG00000203987
chr9	137877782	138124624	+	protein_coding	CACNA1B
chr9	138129399	138129526	+	unprocessed_pseudogene	ENSG00000276388
chr9	138137095	138143864	+	unprocessed_pseudogene	IL9RP1
chr9	138150075	138177433	+	transcribed_unprocessed_pseudogene	TUBBP5
chr9	138177426	138179774	-	unprocessed_pseudogene	ENSG00000278130
chr9	138199933	138203325	-	lncRNA	ENSG00000237419
chr9	138217068	138253217	+	transcribed_unprocessed_pseudogene	FAM157B
chr9	138259595	138259698	+	snRNA	RNU6-785P
chr9	138286248	138286430	+	unprocessed_pseudogene	ENSG00000250210
chr9	138319898	138320835	+	unprocessed_pseudogene	OR4F8BP
