Gene Symbol	Gene ID	Cytoband	P2_LG	P6_LG	P7_LG	P8_LG	P1_LG	P4_LG	P5_LG	P9_LG	P8_2_LG
LOC105376575	105376575	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	-0.022	0.315	0.395
NCR3LG1	374383	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	-0.022	0.315	0.395
KCNJ11	3767	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	-0.022	0.315	0.395
ABCC8	6833	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	-0.285	0.315	0.395
USH1C	10083	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	-0.384	0.315	0.395
OTOG	340990	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	-0.384	0.315	0.395
LOC102723330	102723330	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	-0.384	0.315	0.395
MYOD1	4654	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	-0.384	0.315	0.395
KCNC1	3746	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	-0.384	0.315	0.395
SERGEF	26297	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	-0.294	0.285	0.332
TPH1	7166	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.098	0.055
SAAL1	113174	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.098	-0.029
SAA3P	6290	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.098	-0.156
MRGPRX3	117195	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.098	-0.156
MRGPRX4	117196	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.098	-0.156
LOC494141	494141	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.098	-0.156
SAA2-SAA4	100528017	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.098	-0.156
SAA4	6291	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.098	-0.156
SAA2	6289	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.098	-0.156
SAA1	6288	11p15.1	-0.091	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.098	-0.156
HPS5	11234	11p15.1	0.081	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.298	-0.230
GTF2H1	2965	11p15.1	0.196	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.348	-0.402
LDHA	3939	11p15.1	0.196	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.348	-0.402
MIR3159	100423016	11p15.1	0.196	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.348	-0.402
LDHC	3948	11p15.1	0.196	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.348	-0.402
LDHAL6A	160287	11p15.1	0.196	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.348	-0.402
TSG101	7251	11p15.1	0.196	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.348	-0.402
UEVLD	55293	11p15.1	0.196	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.348	-0.402
SPTY2D1-AS1	100506540	11p15.1	0.196	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.348	-0.402
SPTY2D1	144108	11p15.1	0.196	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.348	-0.402
TMEM86A	144110	11p15.1	0.082	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.348	-0.064
IGSF22	283284	11p15.1	-0.048	0.019	-0.070	-0.007	-0.054	0.155	0.101	-0.159	0.105
PTPN5	84867	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	0.101	0.093	0.105
MRGPRX1	259249	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	0.101	0.093	0.105
MRGPRX2	117194	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	0.101	0.093	0.105
ZDHHC13	54503	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	0.101	0.093	0.105
CSRP3	8048	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	0.101	0.093	0.105
E2F8	79733	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.010	0.093	0.105
NAV2	89797	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.178	0.093	0.105
NAV2-AS5	100874012	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.178	0.093	0.105
NAV2-AS4	399876	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.178	0.093	0.105
MIR4486	100616118	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.178	0.093	0.105
LOC100126784	100126784	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.178	0.093	0.105
MIR4694	100616426	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.178	0.093	0.105
NAV2-AS2	100874014	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.178	0.093	0.105
DBX1	120237	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.178	0.093	0.105
HTATIP2	10553	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.178	0.093	0.105
PRMT3	10196	11p15.1	-0.145	0.019	-0.070	-0.007	-0.054	0.155	-0.178	0.093	0.105
SLC6A5	9152	11p15.1	-0.145	0.019	-0.070	-0.271	-0.054	0.155	-0.178	0.093	0.105
NELL1	4745	11p15.1	-0.145	0.019	-0.070	-0.430	-0.054	0.155	-0.178	0.093	0.105
ANO5	203859	11p14.3	-0.145	0.019	-0.070	-0.382	-0.054	-0.414	-0.178	0.093	0.105
SLC17A6	57084	11p14.3	-0.145	0.019	-0.070	-0.146	-0.054	-0.376	-0.178	0.093	0.105
LINC01495	102723378	11p14.3	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
FANCF	2188	11p14.3	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
GAS2	2620	11p14.3	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
SVIP	258010	11p14.3	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
CCDC179	100500938	11p14.3	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
MIR8054	102465860	11p14.3	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
LUZP2	338645	11p14.3	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
ANO3	63982	11p14.3	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
LOC105376599	105376599	11p14.2	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
MUC15	143662	11p14.2	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
SLC5A12	159963	11p14.2	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
FIBIN	387758	11p14.2	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
BBOX1	8424	11p14.2	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
BBOX1-AS1	103695435	11p14.2	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
CCDC34	91057	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
LGR4	55366	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
LOC105376671	105376671	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
LIN7C	55327	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
BDNF-AS	497258	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
MIR8087	102465881	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
LINC00678	101410541	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
BDNF	627	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
KIF18A	81930	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
MIR610	693195	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
METTL15	196074	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
MIR8068	102466876	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
LINC01616	106456574	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
KCNA4	3739	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
FSHB	2488	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
ARL14EP	120534	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
MPPED2	744	11p14.1	-0.145	0.019	-0.070	-0.146	-0.054	0.004	-0.178	0.093	0.105
DCDC5	100506627	11p14.1	-0.145	0.019	-0.070	-0.072	-0.054	0.004	-0.178	0.093	0.105
DCDC1	341019	11p13	-0.076	0.019	-0.070	0.002	-0.054	0.004	-0.178	0.093	0.105
DNAJC24	120526	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	0.093	0.105
IMMP1L	196294	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	0.093	0.105
ELP4	26610	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	0.093	0.105
PAX6	5080	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	0.093	0.105
DKFZp686K1684	440034	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	0.093	0.105
PAUPAR	103157000	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	0.093	0.105
LOC100506675	100506675	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	0.093	0.105
RCN1	5954	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	0.093	0.105
SNORA88	106635521	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	0.093	0.105
WT1	7490	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	-0.192	-0.125
WT1-AS	51352	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.178	-0.274	-0.309
EIF3M	10480	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	-0.274	-0.309
CCDC73	493860	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	-0.274	-0.309
PRRG4	79056	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	-0.274	-0.309
QSER1	79832	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	-0.274	-0.309
DEPDC7	91614	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	-0.274	-0.309
TCP11L1	55346	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	-0.274	-0.309
LINC00294	283267	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	-0.274	-0.309
CSTF3	1479	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	-0.274	-0.309
CSTF3-AS1	338739	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	-0.274	-0.309
HIPK3	10114	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	-0.233	-0.223
KIAA1549L	25758	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.013
C11orf91	100131378	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.013
CD59	966	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.013
FBXO3	26273	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.013
FBXO3-AS1	101928440	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.013
LMO2	4005	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.013
CAPRIN1	4076	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.013
NAT10	55226	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.013
ABTB2	25841	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.013
CAT	847	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.013
ELF5	2001	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.117
EHF	26298	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.159
APIP	51074	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.159
PDHX	8050	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.191
MIR1343	100616437	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.159
LOC100507144	100507144	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.247
CD44	960	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.247
SLC1A2	6506	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.157	0.033	0.247
PAMR1	25891	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.007	0.033	0.247
FJX1	24147	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	0.247
TRIM44	54765	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	0.247
LDLRAD3	143458	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	0.247
MIR3973	100616311	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	0.247
LOC101928510	101928510	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	0.247
COMMD9	29099	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	0.247
PRR5L	79899	11p13	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	0.221
TRAF6	7189	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
RAG1	5896	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
RAG2	5897	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
C11orf74	119710	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
LOC105376633	105376633	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
LOC103312105	103312105	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
LINC01493	101928536	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
LRRC4C	57689	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
LINC01499	102723644	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
LOC101928591	101928591	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
LOC100507205	100507205	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
HNRNPKP3	399881	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
API5	8539	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
TTC17	55761	11p12	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
MIR670	100313777	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
MIR670HG	100507261	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
MIR129-2	406918	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
HSD17B12	51144	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
ALKBH3	221120	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.211	0.033	-0.005
SEC14L1P1	729799	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.020	0.033	-0.005
ALKBH3-AS1	100507300	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.288	0.033	-0.005
C11orf96	387763	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.690	0.033	-0.005
ACCSL	390110	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.690	0.033	-0.005
ACCS	84680	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.370	0.033	-0.005
EXT2	2132	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.114
ALX4	60529	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
CD82	3732	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
TSPAN18	90139	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
TP53I11	9537	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
LOC221122	221122	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
PRDM11	56981	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
SYT13	57586	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
LOC101928812	101928812	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
LOC399886	399886	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
CHST1	8534	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
MIR7154	102465691	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
LOC100507384	100507384	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
DKFZp779M0652	374387	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
SLC35C1	55343	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
CRY2	1408	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
MAPK8IP1	9479	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	-0.157	0.033	0.352
C11orf94	143678	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.090	0.033	0.352
PEX16	9409	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.336	0.033	0.352
LARGE2	120071	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.336	0.033	0.183
PHF21A	51317	11p11.2	-0.025	0.019	-0.070	0.002	-0.054	0.004	0.336	0.033	0.013
LOC101928894	101928894	11p11.2	-0.040	-0.001	-0.050	0.043	-0.039	0.037	0.362	0.065	0.068
ACP2	53	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
AGBL2	79841	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
AMBRA1	55626	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
APLNR	187	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
ARFGAP2	84364	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
ARHGAP1	392	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
ATG13	9776	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
BTBD18	643376	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
C11orf31	280636	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
C11orf49	79096	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
C1QTNF4	114900	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
CELF1	10658	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
CHRM4	1132	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
CKAP5	9793	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
CLP1	10978	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
CNTF	1270	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
CREB3L1	90993	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
CTNND1	1500	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
DDB2	1643	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
DGKZ	8525	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
DTX4	23220	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
F2	2147	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
FAM111A	63901	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
FAM111B	374393	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
FAM180B	399888	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
FNBP4	23360	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
FOLH1	2346	11p11.12	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
GIF	2694	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
GLYATL1	92292	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
GLYATL2	219970	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
GLYAT	10249	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
HARBI1	283254	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
KBTBD4	55709	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LOC101927120	101927120	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LOC101927204	101927204	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LOC101928943	101928943	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LOC283194	283194	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LOC440040	440040	11p11.12	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LOC441601	441601	11p11.12	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LOC646813	646813	11p11.12	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LPXN	9404	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LRP4-AS1	100507401	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LRP4	4038	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
LRRC55	219527	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MADD	8567	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MDK	4192	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MED19	219541	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR130A	406919	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR3160-1	100422827	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR3160-2	100422825	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR3161	100423000	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR3162	100422880	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR4487	100616222	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR4688	100616368	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR5582	100847020	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR6128	102465135	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR6503	102465250	11q12.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MIR6745	102466726	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MPEG1	219972	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MRPL16	54948	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MS4A2	2206	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MS4A3	932	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MS4A4A	51338	11q12.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MS4A6A	64231	11q12.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MS4A6E	245802	11q12.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MTCH2	23788	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
MYBPC3	4607	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
NDUFS3	4722	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
NR1H3	10062	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
NUP160	23279	11p11.2	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
OOSP1	255649	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
OOSP2	219990	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
OR10AG1	282770	11q12.1	-0.047	-0.012	-0.041	0.063	-0.031	0.053	0.375	0.080	0.095
