chromosome	start	end	strand	gene_name	gene_type
chr10	99396870	99430624	-	GOT1	protein_coding
chr10	99430915	99463259	+	GOT1-DT	lncRNA
chr10	99526350	99531177	-	LINC01475	lncRNA
chr10	99526948	99528467	+	ENSG00000228778	lncRNA
chr10	99532942	99536524	+	NKX2-3	protein_coding
chr10	99610522	99620609	-	SLC25A28	protein_coding
chr10	99621055	99621918	+	ENSG00000260475	lncRNA
chr10	99651595	99659284	-	ENSG00000229278	lncRNA
chr10	99651595	99732112	-	ENSG00000285932	protein_coding
chr10	99659509	99711241	+	ENTPD7	protein_coding
chr10	99697407	99697949	-	EBAG9P1	processed_pseudogene
chr10	99702558	99756134	+	CUTC	protein_coding
chr10	99710868	99732127	-	COX15	protein_coding
chr10	99782640	99852594	+	ABCC2	protein_coding
chr10	99788564	99789410	-	NANOGP6	processed_pseudogene
chr10	99875577	100009947	-	DNMBP	protein_coding
chr10	99927010	99959050	+	DNMBP-AS1	lncRNA
chr10	100042193	100081869	-	CPN1	protein_coding
chr10	100105754	100140151	-	CYP2C23P	unitary_pseudogene
chr10	100114417	100115223	-	TPM4P1	processed_pseudogene
chr10	100143065	100143995	-	SPCS2P2	processed_pseudogene
chr10	100150094	100186033	-	ERLIN1	protein_coding
chr10	100188300	100229596	-	CHUK	protein_coding
chr10	100190036	100190747	+	ENSG00000236308	lncRNA
chr10	100229629	100234398	+	CHUK-DT	lncRNA
chr10	100232298	100267680	-	CWF19L1	protein_coding
chr10	100237156	100237302	-	SNORA12	snoRNA
chr10	100248271	100249095	+	PHBP9	processed_pseudogene
chr10	100258571	100258677	+	RNU6-422P	snRNA
chr10	100273280	100286680	-	BLOC1S2	protein_coding
chr10	100288149	100330264	-	PKD2L1	protein_coding
chr10	100335563	100346390	-	ENSG00000231188	lncRNA
chr10	100347233	100364826	+	SCD	protein_coding
chr10	100372717	100373318	-	ENSG00000289301	lncRNA
chr10	100373099	100454043	+	OLMALINC	lncRNA
chr10	100398352	100398446	-	Y_RNA	misc_RNA
chr10	100463009	100483744	+	WNT8B	protein_coding
chr10	100486646	100519864	-	SEC31B	protein_coding
chr10	100505628	100529881	-	ENSG00000255339	protein_coding
chr10	100523740	100530000	-	NDUFB8	protein_coding
chr10	100529072	100559998	+	HIF1AN	protein_coding
chr10	100666695	100667009	-	Metazoa_SRP	misc_RNA
chr10	100735396	100829944	+	PAX2	protein_coding
chr10	100907174	100907280	-	Y_RNA	misc_RNA
chr10	100911103	100912739	-	ENSG00000272572	lncRNA
chr10	100912963	100965134	+	SLF2	protein_coding
chr10	100967688	100968135	+	ENSG00000273476	lncRNA
chr10	100969458	100987515	-	MRPL43	protein_coding
chr10	100969518	100985871	+	SEMA4G	protein_coding
chr10	100974985	100975084	+	MIR608	miRNA
chr10	100980507	100985614	-	ENSG00000236662	lncRNA
chr10	100987367	100994403	+	TWNK	protein_coding
chr10	100996618	101007836	+	LZTS2	protein_coding
chr10	101007679	101032295	-	PDZD7	protein_coding
chr10	101031234	101041244	+	SFXN3	protein_coding
chr10	101060029	101061005	-	ENSG00000273162	lncRNA
chr10	101061989	101068131	+	KAZALD1	protein_coding
chr10	101067062	101067670	-	ENSG00000288844	lncRNA
chr10	101089321	101131126	-	TLX1NB	lncRNA
chr10	101131300	101137789	+	TLX1	protein_coding
chr10	101176306	101194147	+	LINC01514	lncRNA
chr10	101181144	101181951	-	SMARCE1P7	processed_pseudogene
chr10	101226994	101229463	-	LBX1	protein_coding
chr10	101229577	101270148	+	LBX1-AS1	lncRNA
chr10	101252821	101263550	-	LINC02681	lncRNA
chr10	101283900	101286729	+	ENSG00000289441	lncRNA
chr10	101307529	101307718	+	RNU2-43P	snRNA
chr10	101311018	101311505	+	ENSG00000225208	lncRNA
chr10	101322485	101323394	-	ENSG00000230967	lncRNA
chr10	101354033	101557321	+	BTRC	protein_coding
chr10	101364845	101365035	-	RNU2-59P	snRNA
chr10	101570560	101609662	+	DPCD	protein_coding
chr10	101578882	101588270	-	POLL	protein_coding
chr10	101601417	101601497	-	MIR3158-2	miRNA
chr10	101601417	101601497	+	MIR3158-1	miRNA
chr10	101610664	101695295	-	FBXW4	protein_coding
chr10	101622859	101622965	+	RNU6-1165P	snRNA
chr10	101694401	101705119	+	ENSG00000286489	lncRNA
chr10	101701994	101730037	-	ENSG00000224817	lncRNA
chr10	101770109	101780371	-	FGF8	protein_coding
chr10	101781325	101783413	-	NPM3	protein_coding
chr10	101784443	101818465	-	OGA	protein_coding
chr10	101818800	101828885	+	KCNIP2-AS1	lncRNA
chr10	101825974	101843920	-	KCNIP2	protein_coding
chr10	101845599	102056193	-	ARMH3	protein_coding
chr10	101912998	101913279	-	Metazoa_SRP	misc_RNA
chr10	101952605	101952704	-	Y_RNA	misc_RNA
chr10	102065349	102068036	+	HPS6	protein_coding
chr10	102085476	102085730	-	ENSG00000224302	processed_pseudogene
chr10	102089968	102090062	+	ENSG00000229629	processed_pseudogene
chr10	102106489	102120368	-	LDB1	protein_coding
chr10	102132994	102150333	+	PPRC1	protein_coding
chr10	102152176	102163871	+	NOLC1	protein_coding
chr10	102226299	102229589	+	ELOVL3	protein_coding
chr10	102230186	102241512	-	PITX3	protein_coding
chr10	102245371	102382899	+	GBF1	protein_coding
chr10	102394110	102402524	+	NFKB2	protein_coding
chr10	102402617	102421539	-	PSD	protein_coding
chr10	102419189	102423136	+	FBXL15	protein_coding
chr10	102423245	102432584	-	CUEDC2	protein_coding
chr10	102436512	102436584	+	MIR146B	miRNA
chr10	102449816	102461106	+	C10orf95-AS1	lncRNA
chr10	102449837	102451543	-	C10orf95	protein_coding
chr10	102461395	102477045	+	MFSD13A	protein_coding
chr10	102461881	102502712	-	ACTR1A	protein_coding
chr10	102483039	102483559	+	ENSG00000273262	lncRNA
chr10	102503972	102633535	+	SUFU	protein_coding
chr10	102572757	102573225	-	RPL23AP58	processed_pseudogene
chr10	102591524	102591630	+	RNU6-43P	snRNA
chr10	102642792	102644140	-	TRIM8-DT	lncRNA
chr10	102644479	102658318	+	TRIM8	protein_coding
chr10	102673731	102714397	-	ARL3	protein_coding
chr10	102714538	102743492	+	SFXN2	protein_coding
chr10	102743948	102834516	+	WBP1L	protein_coding
chr10	102803929	102804031	+	RNU6-1231P	snRNA
chr10	102830531	102837472	-	CYP17A1	protein_coding
chr10	102838011	102845473	-	PFN1P11	processed_pseudogene
chr10	102845595	102845950	+	PTGES3P4	processed_pseudogene
chr10	102845761	102854513	-	ENSG00000282772	lncRNA
chr10	102854259	102864961	+	BORCS7	protein_coding
chr10	102854272	102901899	+	BORCS7-ASMT	protein_coding
chr10	102868421	102868519	+	U6	snRNA
chr10	102869470	102901899	+	AS3MT	protein_coding
chr10	102887874	102888188	-	RPL22P17	processed_pseudogene
chr10	102898649	102918335	-	ENSG00000286575	lncRNA
chr10	102914585	102915404	+	ENSG00000272912	lncRNA
chr10	102918294	103090222	+	CNNM2	protein_coding
chr10	103027336	103027498	+	ENSG00000278498	misc_RNA
chr10	103087185	103277605	-	NT5C2	protein_coding
chr10	103125017	103125416	-	RPS15AP29	processed_pseudogene
chr10	103175554	103176094	+	MARCKSL1P1	processed_pseudogene
chr10	103215709	103216800	+	ST13P13	processed_pseudogene
chr10	103245887	103248016	+	RPEL1	protein_coding
chr10	103277138	103290346	+	INA	protein_coding
chr10	103302796	103351144	-	PCGF6	protein_coding
chr10	103312436	103312568	-	RNU11-3P	snRNA
chr10	103367966	103389065	+	TAF5	protein_coding
chr10	103389041	103396492	-	ATP5MK	protein_coding
chr10	103394253	103394401	-	MIR1307	miRNA
chr10	103396626	103446294	+	PDCD11	protein_coding
chr10	103446786	103452402	-	CALHM2	protein_coding
chr10	103450196	103450852	+	ENSG00000273485	lncRNA
chr10	103452846	103462695	+	ENSG00000234699	lncRNA
chr10	103453240	103458900	-	CALHM1	protein_coding
chr10	103472804	103479240	-	CALHM3	protein_coding
chr10	103479603	103517393	-	NEURL1-AS1	lncRNA
chr10	103493705	103592546	+	NEURL1	protein_coding
chr10	103549075	103550964	+	ENSG00000226431	lncRNA
chr10	103573157	103583687	-	ENSG00000287419	lncRNA
chr10	103594027	103855584	-	SH3PXD2A	protein_coding
chr10	103608619	103610050	+	ENSG00000273108	lncRNA
chr10	103673158	103673265	+	Y_RNA	misc_RNA
chr10	103745966	103755423	+	SH3PXD2A-AS1	lncRNA
chr10	103877374	103879761	-	ENSG00000260461	lncRNA
chr10	103877569	103918184	-	STN1	protein_coding
chr10	103967140	104029233	+	SLK	protein_coding
chr10	103974515	103974814	-	RN7SL524P	misc_RNA
chr10	104031286	104085880	-	COL17A1	protein_coding
chr10	104048089	104048186	-	MIR936	miRNA
chr10	104122058	104126385	+	SFR1	protein_coding
chr10	104129888	104232364	-	CFAP43	protein_coding
chr10	104218789	104218883	-	MIR609	miRNA
chr10	104235356	104267459	+	GSTO1	protein_coding
chr10	104268336	104268405	-	MIR4482	miRNA
chr10	104268873	104304950	+	GSTO2	protein_coding
chr10	104309698	104338465	-	ITPRIP	protein_coding
chr10	104312141	104313881	+	ENSG00000270075	lncRNA
chr10	104313308	104313479	-	ENSG00000287779	transcribed_unprocessed_pseudogene
chr10	104323369	104327004	+	ITPRIP-AS1	lncRNA
chr10	104351301	104353624	-	CFAP58-DT	lncRNA
chr10	104353833	104455102	+	CFAP58	protein_coding
chr10	104474939	104480274	-	LINC02620	lncRNA
chr10	104566931	104624795	+	ENSG00000237761	lncRNA
chr10	104641290	105265242	+	SORCS3	protein_coding
chr10	104664608	104666200	-	SORCS3-AS1	lncRNA
chr10	105534659	105534765	+	RNU6-463P	snRNA
chr10	105685383	105685865	-	PPIAP38	processed_pseudogene
chr10	105686322	105687051	+	YWHAZP5	processed_pseudogene
chr10	105808225	105820349	-	LINC02627	lncRNA
chr10	105844834	105904771	+	ENSG00000287732	lncRNA
chr10	105985679	105987727	-	ENSG00000286609	lncRNA
chr10	106140143	106188722	+	LINC02624	lncRNA
chr10	106550106	106551121	+	RPL23AP59	processed_pseudogene
chr10	106573663	107164706	-	SORCS1	protein_coding
chr10	106648899	106676780	+	ENSG00000287047	lncRNA
chr10	106970021	106970150	+	RNA5SP325	rRNA_pseudogene
chr10	107461560	107461669	+	RNA5SP326	rRNA_pseudogene
chr10	107694973	108197849	-	LINC01435	lncRNA
chr10	108296099	108296532	+	PTGES3P5	processed_pseudogene
chr10	108547975	108561815	-	ENSG00000203434	lncRNA
chr10	108708539	108840686	+	LINC02661	lncRNA
chr10	108848186	108849561	+	MAPKAPK5P1	processed_pseudogene
chr10	108940969	108941310	-	RN7SKP278	misc_RNA
chr10	109184934	109185001	-	RNU5B-6P	snRNA
chr10	109239639	109239746	+	RNU6-839P	snRNA
chr10	109528119	109529008	+	PHB2P1	processed_pseudogene
chr10	109534655	109534990	+	BTF3P15	processed_pseudogene
chr10	109661814	109662050	+	ENSG00000270333	processed_pseudogene
chr10	109680442	109681041	+	XIAPP1	processed_pseudogene
chr10	109807651	109808129	+	RPL21P91	processed_pseudogene
chr10	109864766	109923553	-	XPNPEP1	protein_coding
chr10	109869858	109869992	+	RNU4-5P	snRNA
chr10	109940104	110008381	-	ADD3-AS1	lncRNA
chr10	109996368	110135565	+	ADD3	protein_coding
chr10	110139214	110139426	-	SNRPGP12	processed_pseudogene
chr10	110207605	110287365	+	MXI1	protein_coding
chr10	110207850	110208591	-	ENSG00000228417	lncRNA
chr10	110257064	110257843	+	ENSG00000214067	processed_pseudogene
chr10	110290730	110304938	-	SMNDC1	protein_coding
chr10	110428840	110496590	-	DUSP5-DT	lncRNA
chr10	110450629	110451240	+	HMGB3P5	processed_pseudogene
chr10	110497907	110511533	+	DUSP5	protein_coding
chr10	110550115	110550854	-	RPL7P35	processed_pseudogene
chr10	110567684	110606048	+	SMC3	protein_coding
chr10	110642678	110642785	-	Y_RNA	misc_RNA
chr10	110644336	110839468	+	RBM20	protein_coding
chr10	110756456	110756723	+	RN7SKP288	misc_RNA
chr10	110761142	110761242	+	RNA5SP327	rRNA_pseudogene
chr10	110869741	110872253	-	PDCD4-AS1	lncRNA
chr10	110869743	110871594	+	ENSG00000232470	lncRNA
chr10	110871795	110900006	+	PDCD4	protein_coding
chr10	110898090	110898155	+	MIR4680	miRNA
chr10	110898730	110919201	-	BBIP1	protein_coding
chr10	110907483	110908182	+	ENSG00000278601	lncRNA
chr10	110910596	110912244	+	ENSG00000270589	lncRNA
chr10	110919367	111017307	+	SHOC2	protein_coding
chr10	110936622	110937233	-	RPL13AP6	processed_pseudogene
chr10	110988926	110989013	+	MIR548E	miRNA
chr10	111077029	111080907	+	ADRA2A	protein_coding
chr10	111104956	111105248	+	ENSG00000213247	processed_pseudogene
chr10	111322778	111323397	+	BTBD7P2	processed_pseudogene
chr10	111349939	111352103	-	ENSG00000227851	lncRNA
chr10	111498191	111498941	-	RPS6P15	processed_pseudogene
chr10	111787233	111989909	-	ENSG00000287231	lncRNA
chr10	112149865	112215377	-	GPAM	protein_coding
chr10	112217316	112227708	-	ENSG00000288938	lncRNA
chr10	112283400	112305038	+	TECTB	protein_coding
chr10	112299612	112299688	-	MIR6715B	miRNA
chr10	112299612	112299690	+	MIR6715A	miRNA
chr10	112308181	112356574	-	GUCY2GP	transcribed_unitary_pseudogene
chr10	112374116	112428379	+	ACSL5	protein_coding
chr10	112395813	112425589	-	ENSG00000232934	lncRNA
chr10	112424428	112447572	-	ZDHHC6	protein_coding
chr10	112446998	112818744	+	VTI1A	protein_coding
chr10	112548632	112548872	-	ENSG00000234017	processed_pseudogene
chr10	112634170	112634254	+	MIR4295	miRNA
chr10	112671812	112677819	-	ENSG00000233340	lncRNA
chr10	112810031	112821871	-	ENSG00000285676	lncRNA
chr10	112823490	112827726	+	ENSG00000260917	lncRNA
chr10	112831169	112832454	+	ENSG00000279315	TEC
chr10	112888735	112906111	+	ENSG00000225292	lncRNA
chr10	112950247	113167678	+	TCF7L2	protein_coding
chr10	112950646	112951875	-	ENSG00000233547	lncRNA
chr10	112987476	112987865	+	RPS15AP30	processed_pseudogene
chr10	113353425	113353484	+	RNU7-165P	snRNA
chr10	113482069	113492054	-	ENSG00000286289	lncRNA
chr10	113482616	113483113	+	PPIAP39	processed_pseudogene
chr10	113550837	113589602	+	HABP2	protein_coding
chr10	113588714	113664070	-	NRAP	protein_coding
chr10	113679162	113730907	+	CASP7	protein_coding
chr10	113710681	113719332	-	ENSG00000234393	lncRNA
chr10	113751262	113783429	+	PLEKHS1	protein_coding
chr10	113777993	113778054	-	MIR4483	miRNA
chr10	113820459	113820590	+	ENSG00000212589	snoRNA
chr10	113834725	113854383	-	DCLRE1A	protein_coding
chr10	113844406	113854473	+	ENSG00000288933	lncRNA
chr10	113854661	113917194	+	NHLRC2	protein_coding
chr10	113865811	113869614	-	ENSG00000287857	lncRNA
chr10	114043866	114046904	+	ADRB1	protein_coding
chr10	114109856	114118700	-	ENSG00000285540	lncRNA
chr10	114111414	114111517	+	RNU6-709P	snRNA
chr10	114117147	114117551	+	UBE2V1P5	processed_pseudogene
chr10	114120862	114174232	-	CCDC186	protein_coding
chr10	114168156	114168280	-	ENSG00000273904	ribozyme
chr10	114174105	114174179	-	MIR2110	miRNA
chr10	114179270	114232666	+	TDRD1	protein_coding
chr10	114239254	114294489	+	VWA2	protein_coding
chr10	114246074	114246714	+	AURKAP2	processed_pseudogene
chr10	114280725	114281258	-	ENSG00000275024	lncRNA
chr10	114294824	114404756	-	AFAP1L2	protein_coding
chr10	114423770	114424067	-	RN7SL384P	misc_RNA
chr10	114424445	114427398	-	ENSG00000279796	TEC
chr10	114431112	114768061	-	ABLIM1	protein_coding
chr10	114501997	114502347	-	ENSG00000229668	processed_pseudogene
chr10	114690143	114690634	-	PPIAP19	processed_pseudogene
chr10	114764788	114794344	+	ENSG00000228484	lncRNA
chr10	114809375	114811170	+	TAF9BP2	processed_pseudogene
chr10	114821744	114899832	+	FHIP2A	protein_coding
chr10	114900722	114901366	+	RPL15P13	processed_pseudogene
chr10	114938195	114977676	+	TRUB1	protein_coding
chr10	114969460	114969568	-	RNU6-1121P	snRNA
chr10	114994657	114996593	+	LINC02626	lncRNA
chr10	115093365	115948999	+	ATRNL1	protein_coding
chr10	115123482	115218819	-	ENSG00000285582	lncRNA
chr10	115819842	115820487	-	NTAN1P1	processed_pseudogene
chr10	116056925	116276803	-	GFRA1	protein_coding
chr10	116274270	116281071	+	ENSG00000285587	lncRNA
chr10	116324448	116380029	+	CCDC172	protein_coding
chr10	116409256	116409475	+	SNRPGP6	processed_pseudogene
chr10	116427847	116477957	+	PNLIPRP3	protein_coding
chr10	116439468	116440044	-	HMGB3P8	processed_pseudogene
chr10	116538183	116538276	+	RNU6-1090P	snRNA
chr10	116545931	116567855	+	PNLIP	protein_coding
chr10	116577308	116583317	+	PNLIPP1	unprocessed_pseudogene
chr10	116590385	116609175	+	PNLIPRP1	protein_coding
chr10	116620953	116645143	+	PNLIPRP2	polymorphic_pseudogene
chr10	116663696	116670264	-	C10orf82	protein_coding
chr10	116670034	116672750	+	HSPA12A-AS1	lncRNA
chr10	116671192	116850251	-	HSPA12A	protein_coding
chr10	116749905	116751261	+	RPL5P27	processed_pseudogene
chr10	116849499	116911788	+	ENO4	protein_coding
chr10	116881477	117126586	-	SHTN1	protein_coding
chr10	117005462	117006416	+	ENSG00000287655	lncRNA
chr10	117023674	117023851	-	ENSG00000235742	processed_pseudogene
chr10	117128521	117138301	-	VAX1	protein_coding
chr10	117144564	117169108	-	MIR3663HG	lncRNA
chr10	117167678	117167774	-	MIR3663	miRNA
chr10	117196168	117196654	-	RPL12P26	processed_pseudogene
chr10	117197489	117210299	+	KCNK18	protein_coding
chr10	117238762	117241998	-	SLC18A2-AS1	lncRNA
chr10	117241093	117279430	+	SLC18A2	protein_coding
chr10	117267116	117268668	-	ENSG00000277879	lncRNA
chr10	117277274	117375440	-	PDZD8	protein_coding
chr10	117425194	117490419	+	ENSG00000258114	lncRNA
chr10	117473215	117545068	-	EMX2OS	lncRNA
chr10	117542445	117549546	+	EMX2	protein_coding
chr10	117562084	117572457	-	ENSG00000235198	lncRNA
chr10	117579854	117593896	+	ENSG00000288172	lncRNA
chr10	117734510	117753329	+	LINC02674	lncRNA
chr10	117825894	117831244	-	ENSG00000263041	lncRNA
chr10	118004916	118046941	-	RAB11FIP2	protein_coding
chr10	118017487	118045810	+	ENSG00000231104	lncRNA
chr10	118046279	118210158	+	CASC2	lncRNA
chr10	118241468	118267710	+	ENSG00000238276	lncRNA
chr10	118297925	118342328	-	FAM204A	protein_coding
chr10	118341437	118398468	+	LINC00867	lncRNA
chr10	118572871	118573620	+	SLC25A18P1	processed_pseudogene
chr10	118589997	118595648	-	PRLHR	protein_coding
chr10	118643760	118644198	+	TOMM22P5	processed_pseudogene
chr10	118674167	118755249	-	CACUL1	protein_coding
chr10	118692361	118693535	-	ENSG00000277687	lncRNA
chr10	118784563	119029544	-	ENSG00000229272	lncRNA
chr10	118872054	118872602	-	RPL17P36	processed_pseudogene
chr10	118932674	118933295	-	LDHAP5	processed_pseudogene
chr10	119029714	119033730	+	NANOS1	protein_coding
chr10	119033670	119080823	-	EIF3A	protein_coding
chr10	119060011	119060138	-	SNORA19	snoRNA
chr10	119060983	119061111	-	ENSG00000222588	snoRNA
chr10	119080929	119081300	+	ENSG00000289126	lncRNA
chr10	119093140	119093341	+	ENSG00000271343	processed_pseudogene
chr10	119104086	119137984	+	DENND10	protein_coding
chr10	119140767	119165714	-	SFXN4	protein_coding
chr10	119167720	119178812	-	PRDX3	protein_coding
chr10	119207571	119459745	+	GRK5	protein_coding
chr10	119208531	119211760	+	GRK5-IT1	lncRNA
chr10	119212857	119213146	+	RN7SL749P	misc_RNA
chr10	119330233	119336182	-	ENSG00000236426	lncRNA
chr10	119377972	119378043	+	MIR4681	miRNA
chr10	119499817	119542719	-	RGS10	protein_coding
chr10	119562101	119562530	-	ENSG00000271353	processed_pseudogene
chr10	119571802	119597029	-	TIAL1	protein_coding
chr10	119621068	119621880	+	RAD1P1	processed_pseudogene
chr10	119638456	119639082	+	RPS8P4	processed_pseudogene
chr10	119651380	119677819	+	BAG3	protein_coding
chr10	119683127	119683823	-	TXNP1	processed_pseudogene
chr10	119726042	119829147	+	INPP5F	protein_coding
chr10	119768247	119768538	+	RN7SL846P	misc_RNA
chr10	119793589	119816642	-	PHACTR2P1	transcribed_processed_pseudogene
chr10	119818866	119819133	+	ENSG00000282413	processed_pseudogene
chr10	119829404	119892556	-	MCMBP	protein_coding
chr10	119892730	119944657	+	SEC23IP	protein_coding
chr10	119958513	119958592	+	MIR4682	miRNA
chr10	119997086	119997709	-	NACAP2	processed_pseudogene
chr10	120069980	120070159	-	ENSG00000223455	processed_pseudogene
chr10	120354701	120355183	-	RPL21P16	processed_pseudogene
chr10	120434983	120440376	+	ENSG00000234522	unprocessed_pseudogene
chr10	120457227	120592065	+	PLPP4	protein_coding
chr10	120597949	120600124	+	LINC01561	lncRNA
chr10	120608580	120825317	+	LINC02930	lncRNA
chr10	120759898	120851457	-	WDR11-DT	lncRNA
chr10	120842521	120845146	+	ENSG00000287936	lncRNA
chr10	120851305	120909524	+	WDR11	protein_coding
chr10	120879256	120880667	-	ENSG00000271670	lncRNA
chr10	120925547	120980700	-	ENSG00000227307	lncRNA
chr10	120984966	120985596	-	ENSG00000278484	lncRNA
chr10	121133090	121133723	-	RPL19P16	processed_pseudogene
chr10	121178700	121185966	+	LINC01153	lncRNA
chr10	121410916	121411200	+	RN7SKP167	misc_RNA
chr10	121478332	121598458	-	FGFR2	protein_coding
chr10	121615425	121615839	-	ENSG00000223432	lncRNA
chr10	121709393	121928801	-	ATE1	protein_coding
chr10	121713607	121713994	+	RPS15AP5	processed_pseudogene
chr10	121736303	121739730	+	ENSG00000224250	lncRNA
chr10	121846600	121846700	+	Y_RNA	misc_RNA
chr10	121928056	121952139	+	ATE1-AS1	transcribed_unitary_pseudogene
chr10	121949412	121949487	-	ENSG00000273767	misc_RNA
chr10	121956782	121957098	+	ENSG00000276742	lncRNA
chr10	121957091	121975217	-	NSMCE4A	protein_coding
chr10	121965764	121967700	+	ENSG00000273891	lncRNA
chr10	121989163	122254545	+	TACC2	protein_coding
chr10	122017982	122019160	-	ENSG00000285715	lncRNA
chr10	122145106	122155197	-	ENSG00000285973	lncRNA
chr10	122271296	122338159	+	BTBD16	protein_coding
chr10	122345690	122345793	+	RNU6-728P	snRNA
chr10	122374696	122432354	+	PLEKHA1	protein_coding
chr10	122416965	122417067	+	MIR3941	miRNA
chr10	122435924	122461383	-	ENSG00000285955	lncRNA
chr10	122454653	122457352	+	ARMS2	protein_coding
chr10	122458551	122514907	+	HTRA1	protein_coding
chr10	122560665	122643736	+	DMBT1	protein_coding
chr10	122657498	122664196	+	ENSG00000286114	unprocessed_pseudogene
